Date,Year,Landing,Management type,Group,Fishgear,#Fishers,Family,Name,Catch category,Commercial/noncomm.,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
12/5/1998,1998,Mwanyaza,Gear restriction,1,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,11,12,12,17,13,13,17,12,,,,,,,,,,,,,,,,,,,,,,,,
12/5/1998,1998,Mwanyaza,Gear restriction,2,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/1998,1998,Mwanyaza,Gear restriction,4,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/1998,1998,Mwanyaza,Gear restriction,5,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,11,12,13,13,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/1998,1998,Mwanyaza,Gear restriction,6,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,13,12,11,10,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/1998,1998,Mwanyaza,Gear restriction,7,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/1998,1998,Mwanyaza,Gear restriction,9,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/1998,1998,Mwanyaza,Gear restriction,10,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/1998,1998,Mwanyaza,Gear restriction,11,Beach seine,,Siganidae,Siganus sutor,Rabbitfish,C,9,10,14,10,11,11,12,11,11,12,13,9,11,10,12,10,12,12,13,12,11,13,,,,,,,,,,
13/4/1998,1998,Mwanyaza,Gear restriction,4,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,17,19,14,15,12,12,19,17,14,16,17,11,18,12,18,17,18,11,12,16,14,11,10,22,16,13,12,14,11,16,13,
13/4/1998,1998,Mwanyaza,Gear restriction,5,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/4/1998,1998,Mwanyaza,Gear restriction,7,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,12,11,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/4/1998,1998,Mwanyaza,Gear restriction,8,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/4/1998,1998,Mwanyaza,Gear restriction,9,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/4/1998,1998,Mwanyaza,Gear restriction,13,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,11,9,9,9,13,15,9,10,9,,,,,,,,,,,,,,,,,,,,,,,
13/4/1998,1998,Mwanyaza,Gear restriction,14,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/5/1998,1998,Mwanyaza,Gear restriction,1,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,25,17,13,16,11,12,23,16,13,11,12,12,11,9,,,,,,,,,,,,,,,,,,
13/5/1998,1998,Mwanyaza,Gear restriction,2,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/5/1998,1998,Mwanyaza,Gear restriction,3,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/5/1998,1998,Mwanyaza,Gear restriction,7,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/5/1998,1998,Mwanyaza,Gear restriction,8,Beach seine,,Siganidae,Siganus sutor,Rabbitfish,C,10,10,15,13,12,12,12,10,11,11,11,11,11,12,12,12,11,12,15,13,11,,,,,,,,,,,
14/3/1998,1998,Kenyatta,Gear restriction and closure,2,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,26,23,22,20,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/3/1998,1998,Kenyatta,Gear restriction and closure,3,Smalltrap,,Siganidae,Siganus sutor,Rabbitfish,C,9,12,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/3/1998,1998,Kenyatta,Gear restriction and closure,4,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,22,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/3/1998,1998,Kenyatta,Gear restriction and closure,5,Smalltrap,,Siganidae,Siganus sutor,Rabbitfish,C,22,14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/3/1998,1998,Kenyatta,Gear restriction and closure,10,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,25,17,19,18,21,16,19,21,24,,,,,,,,,,,,,,,,,,,,,,,
14/4/1998,1998,Chale,Gear restriction,2,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/4/1998,1998,Chale,Gear restriction,6,Line,,Siganidae,Siganus sutor,Rabbitfish,C,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/4/1998,1998,Chale,Gear restriction,8,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/4/1998,1998,Chale,Gear restriction,10,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/4/1998,1998,Chale,Gear restriction,23,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,25,24,25,30,12,15,16,16,11,22,24,25,24,25,24,,,,,,,,,,,,,,,,,
14/5/1998,1998,Tradewinds,Gear restriction,4,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,15,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/5/1998,1998,Tradewinds,Gear restriction,5,Beach seine,,Siganidae,Siganus sutor,Rabbitfish,C,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/4/1998,1998,Mvuleni,Gear restriction,1,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,10,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/4/1998,1998,Mvuleni,Gear restriction,2,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,23,19,17,13,16,13,14,14,,,,,,,,,,,,,,,,,,,,,,,,
15/4/1998,1998,Mvuleni,Gear restriction,3,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/4/1998,1998,Mvuleni,Gear restriction,4,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,12,14,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/4/1998,1998,Mvuleni,Gear restriction,5,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,16,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/4/1998,1998,Mvuleni,Gear restriction,6,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,14,14,26,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/4/1998,1998,Mvuleni,Gear restriction,13,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/4/1998,1998,Mvuleni,Gear restriction,14,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/4/1998,1998,Mvuleni,Gear restriction,15,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/4/1998,1998,Mvuleni,Gear restriction,17,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/4/1998,1998,Mvuleni,Gear restriction,18,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/4/1998,1998,Mvuleni,Gear restriction,19,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/2/1998,1998,Kenyatta,Gear restriction and closure,2,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,25,24,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/2/1998,1998,Kenyatta,Gear restriction and closure,3,Smalltrap,,Siganidae,Siganus sutor,Rabbitfish,C,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/2/1998,1998,Kenyatta,Gear restriction and closure,7,Smalltrap,,Siganidae,Siganus sutor,Rabbitfish,C,15,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/3/1998,1998,Kenyatta,Gear restriction and closure,2,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,16,17,16,19,18,14,17,17,17,16,17,15,16,16,15,16,15,15,15,16,17,16,16,15,17,,,,,,,
16/3/1998,1998,Kenyatta,Gear restriction and closure,3,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,15,27,28,22,19,18,22,26,18,,,,,,,,,,,,,,,,,,,,,,,
16/3/1998,1998,Kenyatta,Gear restriction and closure,4,Smalltrap,,Siganidae,Siganus sutor,Rabbitfish,C,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/3/1998,1998,Kenyatta,Gear restriction and closure,5,Smalltrap,,Siganidae,Siganus sutor,Rabbitfish,C,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/3/1998,1998,Kenyatta,Gear restriction and closure,6,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/3/1998,1998,Kenyatta,Gear restriction and closure,7,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,16,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/4/1998,1998,Mgwani,Gear restriction,1,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/4/1998,1998,Mgwani,Gear restriction,11,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/4/1998,1998,Mgwani,Gear restriction,13,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,24,17,20,19,18,13,16,15,16,15,,,,,,,,,,,,,,,,,,,,,,
16/4/1998,1998,Mgwani,Gear restriction,18,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,16,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/5/1998,1998,Tradewinds,Gear restriction,1,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,26,26,25,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/5/1998,1998,Tradewinds,Gear restriction,2,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/5/1998,1998,Tradewinds,Gear restriction,3,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/5/1998,1998,Tradewinds,Gear restriction,6,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,19,28,18,13,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,
17/4/1998,1998,Mwanyaza,Gear restriction,5,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/4/1998,1998,Mwanyaza,Gear restriction,7,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,12,16,14,13,12,13,8,,,,,,,,,,,,,,,,,,,,,,,,,
17/4/1998,1998,Mwanyaza,Gear restriction,8,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,12,12,11,10,9,9,10,10,15,9,22,16,12,10,10,12,10,10,9,9,11,9,9,7,10,11,,,,,,
17/4/1998,1998,Mwanyaza,Gear restriction,9,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,12,16,11,12,12,19,12,12,15,15,19,15,14,17,13,16,13,12,16,18,16,19,12,14,,,,,,,,
17/4/1998,1998,Mwanyaza,Gear restriction,11,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,14,19,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/4/1998,1998,Mwanyaza,Gear restriction,12,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,15,14,12,12,13,14,10,13,9,10,12,,,,,,,,,,,,,,,,,,,,,
17/4/1998,1998,Mwanyaza,Gear restriction,13,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,12,12,11,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/4/1998,1998,Mwanyaza,Gear restriction,14,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,10,10,11,14,11,12,11,11,,,,,,,,,,,,,,,,,,,,,,,,
17/4/1998,1998,Mwanyaza,Gear restriction,15,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,10,14,9,10,11,10,10,9,9,11,,,,,,,,,,,,,,,,,,,,,,
17/4/1998,1998,Mwanyaza,Gear restriction,16,Line,,Siganidae,Siganus sutor,Rabbitfish,C,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/4/1998,1998,Mwanyaza,Gear restriction,17,Line,,Siganidae,Siganus sutor,Rabbitfish,C,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/3/1998,1998,Kenyatta,Gear restriction and closure,3,Smalltrap,,Siganidae,Siganus sutor,Rabbitfish,C,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/3/1998,1998,Kenyatta,Gear restriction and closure,4,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/3/1998,1998,Kenyatta,Gear restriction and closure,6,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,17,14,19,17,18,16,33,21,17,17,17,17,17,15,16,17,,,,,,,,,,,,,,,,
21/5/1998,1998,Marina,No restriction - mixed gear,1,Beach seine,,Siganidae,Siganus sutor,Rabbitfish,C,13,12,13,21,20,19,20,19,19,18,19,,,,,,,,,,,,,,,,,,,,,
21/5/1998,1998,Marina,No restriction - mixed gear,2,Beach seine,,Siganidae,Siganus sutor,Rabbitfish,C,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/2/1998,1998,Kenyatta,Gear restriction and closure,1,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,11,10,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/2/1998,1998,Kenyatta,Gear restriction and closure,3,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/2/1998,1998,Kenyatta,Gear restriction and closure,4,Smalltrap,,Siganidae,Siganus sutor,Rabbitfish,C,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/9/1998,1998,LagoonReef,Lagoonreef,1,Beach seine,,Siganidae,Siganus sutor,Rabbitfish,C,19,17,17,17,16,19,13,13,11,,,,,,,,,,,,,,,,,,,,,,,
24/9/1998,1998,LagoonReef,Lagoonreef,1,Beach seine,,Siganidae,Siganus sutor,Rabbitfish,C,11,12,10,13,11,12,12,13,12,13,,,,,,,,,,,,,,,,,,,,,,
25/2/1998,1998,Kenyatta,Gear restriction and closure,2,Smalltrap,,Siganidae,Siganus sutor,Rabbitfish,C,12,15,12,13,15,12,16,,,,,,,,,,,,,,,,,,,,,,,,,
25/2/1998,1998,Kenyatta,Gear restriction and closure,4,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,22,18,23,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/2/1998,1998,Kenyatta,Gear restriction and closure,8,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,19,15,16,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
