Date,Year,Landing,Management type,Group,Fishgear,#Fishers,Family,Name,Catch category,Commercial/noncomm.,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
25/2/1998,1998,Kenyatta,Gear restriction and closure,9,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,21,21,15,19,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,
25/2/1998,1998,Kenyatta,Gear restriction and closure,10,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,23,26,16,18,25,20,15,21,17,18,,,,,,,,,,,,,,,,,,,,,,
25/5/1998,1998,Marina,No restriction - mixed gear,1,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,23,25,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/5/1998,1998,Marina,No restriction - mixed gear,2,Beach seine,,Siganidae,Siganus sutor,Rabbitfish,C,10,11,14,10,11,10,10,9,12,11,10,10,12,12,10,12,12,11,13,12,13,11,9,10,10,10,10,11,,,,
25/5/1998,1998,Marina,No restriction - mixed gear,3,Beach seine,,Siganidae,Siganus sutor,Rabbitfish,C,10,11,11,10,12,12,11,10,15,15,14,15,14,15,28,16,24,25,26,16,,,,,,,,,,,,
25/9/1998,1998,Mvuleni,Gear restriction,4,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,33,18,15,17,22,18,17,18,16,,,,,,,,,,,,,,,,,,,,,,,
25/9/1998,1998,Mvuleni,Gear restriction,5,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,22,23,14,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/9/1998,1998,Mvuleni,Gear restriction,7,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,15,13,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/9/1998,1998,Mvuleni,Gear restriction,9,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,22,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/9/1998,1998,Mvuleni,Gear restriction,11,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,17,14,16,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/9/1998,1998,Mvuleni,Gear restriction,12,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,17,16,14,20,12,17,21,15,14,,,,,,,,,,,,,,,,,,,,,,,
25/9/1998,1998,Mvuleni,Gear restriction,13,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,16,16,19,17,21,13,20,,,,,,,,,,,,,,,,,,,,,,,,,
25/9/1998,1998,Mvuleni,Gear restriction,14,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,14,13,16,14,14,14,25,16,14,13,14,14,16,20,13,,,,,,,,,,,,,,,,,
25/9/1998,1998,Mvuleni,Gear restriction,17,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,13,14,14,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/2/1998,1998,Kenyatta,Gear restriction and closure,4,Smalltrap,,Siganidae,Siganus sutor,Rabbitfish,C,25,21,18,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/2/1998,1998,Kenyatta,Gear restriction and closure,5,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,17,18,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/2/1998,1998,Kenyatta,Gear restriction and closure,8,Smalltrap,,Siganidae,Siganus sutor,Rabbitfish,C,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/3/1998,1998,Kenyatta,Gear restriction and closure,2,Smalltrap,,Siganidae,Siganus sutor,Rabbitfish,C,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/3/1998,1998,Kenyatta,Gear restriction and closure,3,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,16,17,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/3/1998,1998,Kenyatta,Gear restriction and closure,4,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/3/1998,1998,Kenyatta,Gear restriction and closure,5,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,23,20,16,15,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/3/1998,1998,Kenyatta,Gear restriction and closure,7,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,27,23,22,15,22,21,21,25,16,22,21,18,18,20,17,,,,,,,,,,,,,,,,,
26/9/1998,1998,Mvuleni,Gear restriction,2,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/9/1998,1998,Mvuleni,Gear restriction,3,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,13,14,20,18,20,14,18,17,17,15,14,13,13,12,14,14,,,,,,,,,,,,,,,,
26/9/1998,1998,Mvuleni,Gear restriction,4,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,16,14,18,12,12,18,13,14,16,18,13,12,15,16,13,,,,,,,,,,,,,,,,,
26/9/1998,1998,Mvuleni,Gear restriction,5,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,13,19,14,13,13,12,17,13,18,12,,,,,,,,,,,,,,,,,,,,,,
26/9/1998,1998,Mvuleni,Gear restriction,6,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,19,13,14,21,22,23,13,14,12,21,13,13,14,13,14,,,,,,,,,,,,,,,,,
26/9/1998,1998,Mvuleni,Gear restriction,7,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,12,12,13,13,19,11,14,12,12,16,15,13,11,17,15,11,14,18,16,15,17,14,13,12,17,,,,,,,
26/9/1998,1998,Mvuleni,Gear restriction,8,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/9/1998,1998,Mvuleni,Gear restriction,9,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/9/1998,1998,Mvuleni,Gear restriction,13,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,24,23,24,15,12,17,13,15,12,12,11,20,14,13,16,,,,,,,,,,,,,,,,,
26/9/1998,1998,Mvuleni,Gear restriction,14,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/9/1998,1998,Mvuleni,Gear restriction,18,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,13,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/9/1998,1998,LagoonReef,Lagoonreef,1,Beach seine,,Siganidae,Siganus sutor,Rabbitfish,C,27,17,17,15,13,14,14,13,10,13,,,,,,,,,,,,,,,,,,,,,,
28/9/1998,1998,Mvuleni,Gear restriction,4,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/9/1998,1998,Mvuleni,Gear restriction,5,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,22,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/9/1998,1998,Mvuleni,Gear restriction,6,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,19,23,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/9/1998,1998,Mvuleni,Gear restriction,8,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,17,16,19,27,17,19,17,16,15,16,16,16,14,16,16,18,,,,,,,,,,,,,,,,
28/9/1998,1998,Mvuleni,Gear restriction,9,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,15,17,12,17,17,14,15,12,14,16,15,15,15,13,15,12,13,12,12,13,12,15,13,16,13,17,12,19,13,15,13,11
28/9/1998,1998,Mvuleni,Gear restriction,10,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,12,12,13,16,14,14,16,12,14,17,17,12,11,11,17,19,16,12,12,14,14,14,12,12,12,13,12,11,19,17,13,16
28/9/1998,1998,Mvuleni,Gear restriction,11,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,20,17,20,12,13,16,12,13,16,16,12,16,17,12,13,15,13,15,13,13,15,14,21,15,20,17,16,16,18,18,17,16
28/9/1998,1998,Mvuleni,Gear restriction,12,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,19,14,12,13,18,15,13,14,,,,,,,,,,,,,,,,,,,,,,,,
28/9/1998,1998,Mvuleni,Gear restriction,14,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,17,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/9/1998,1998,Mvuleni,Gear restriction,15,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,13,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/9/1998,1998,Mvuleni,Gear restriction,16,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,15,15,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/9/1998,1998,Mvuleni,Gear restriction,18,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/9/1998,1998,Mvuleni,Gear restriction,19,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,14,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/9/1998,1998,Mvuleni,Gear restriction,4,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,15,19,15,17,14,17,13,,,,,,,,,,,,,,,,,,,,,,,,,
29/9/1998,1998,Mvuleni,Gear restriction,5,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,12,15,17,16,18,21,17,25,,,,,,,,,,,,,,,,,,,,,,,,
29/9/1998,1998,Mvuleni,Gear restriction,6,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,13,15,14,19,23,15,,,,,,,,,,,,,,,,,,,,,,,,,,
29/9/1998,1998,Mvuleni,Gear restriction,7,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/9/1998,1998,Mvuleni,Gear restriction,8,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,14,18,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/9/1998,1998,Mvuleni,Gear restriction,9,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,15,14,16,16,15,14,12,15,14,13,13,13,15,16,,,,,,,,,,,,,,,,,,
29/9/1998,1998,Mvuleni,Gear restriction,10,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,15,14,14,13,14,15,13,13,16,15,15,13,12,17,17,16,18,15,17,13,15,13,14,15,14,12,14,15,17,18,18,12
31/3/1998,1998,Kenyatta,Gear restriction and closure,1,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,9,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/3/1998,1998,Kenyatta,Gear restriction and closure,3,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/3/1998,1998,Kenyatta,Gear restriction and closure,4,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,18,15,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/3/1998,1998,Kenyatta,Gear restriction and closure,6,Smalltrap,,Siganidae,Siganus sutor,Rabbitfish,C,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/3/1998,1998,Kenyatta,Gear restriction and closure,7,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,15,19,18,20,23,20,18,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/2000,2000,Mgwani,Gear restriction,1,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,23,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/2000,2000,Mgwani,Gear restriction,6,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/2000,2000,Mgwani,Gear restriction,7,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,11,13,12,10,12,10,11,9,12,11,15,10,,,,,,,,,,,,,,,,,,,,
6/7/2000,2000,Mgwani,Gear restriction,9,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/2000,2000,Mgwani,Gear restriction,10,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/2000,2000,Mgwani,Gear restriction,11,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,21,21,25,12,11,26,,,,,,,,,,,,,,,,,,,,,,,,,,
7/7/2000,2000,Mgwani,Gear restriction,1,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/7/2000,2000,Mgwani,Gear restriction,2,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,22,19,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/7/2000,2000,Mgwani,Gear restriction,3,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/7/2000,2000,Mgwani,Gear restriction,4,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,24,15,19,23,18,21,17,26,22,16,18,26,15,19,17,14,25,16,18,18,16,17,18,15,19,14,16,14,15,14,28,
7/7/2000,2000,Mgwani,Gear restriction,5,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,21,21,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/7/2000,2000,Mgwani,Gear restriction,6,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,19,18,22,17,17,19,18,17,16,22,16,18,27,19,16,,,,,,,,,,,,,,,,,
7/7/2000,2000,Mgwani,Gear restriction,7,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,17,19,17,17,18,15,17,,,,,,,,,,,,,,,,,,,,,,,,,
7/7/2000,2000,Mgwani,Gear restriction,8,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,14,13,14,12,16,13,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/2000,2000,Mwanyaza,Gear restriction,3,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/2000,2000,Mwanyaza,Gear restriction,5,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/2000,2000,Mwanyaza,Gear restriction,6,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/2000,2000,Mwanyaza,Gear restriction,11,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/2000,2000,Mwanyaza,Gear restriction,13,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/2000,2000,Mwanyaza,Gear restriction,14,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/2000,2000,Mwanyaza,Gear restriction,16,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/2000,2000,Mwanyaza,Gear restriction,17,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,14,15,13,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/2000,2000,Mwanyaza,Gear restriction,18,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/2000,2000,Mwanyaza,Gear restriction,21,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/2000,2000,Mwanyaza,Gear restriction,22,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2000,2000,Mwanyaza,Gear restriction,1,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,29,21,26,20,19,20,18,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2000,2000,Mwanyaza,Gear restriction,2,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,15,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2000,2000,Mwanyaza,Gear restriction,3,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,29,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2000,2000,Mwanyaza,Gear restriction,4,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,20,23,29,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2000,2000,Mwanyaza,Gear restriction,5,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2000,2000,Mwanyaza,Gear restriction,7,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,19,20,19,21,17,15,15,18,15,19,17,16,19,17,22,23,20,20,21,22,22,19,,,,,,,,,,
11/7/2000,2000,Mwanyaza,Gear restriction,9,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2000,2000,Mwanyaza,Gear restriction,12,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2000,2000,Mwanyaza,Gear restriction,13,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,12,12,15,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2000,2000,Mwanyaza,Gear restriction,17,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2000,2000,Mvuleni,Gear restriction,1,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,16,14,21,20,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2000,2000,Mvuleni,Gear restriction,3,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2000,2000,Mvuleni,Gear restriction,4,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,18,23,23,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2000,2000,Mvuleni,Gear restriction,7,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,15,14,16,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2000,2000,Mvuleni,Gear restriction,8,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,15,19,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2000,2000,Mvuleni,Gear restriction,9,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,15,14,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2000,2000,Mvuleni,Gear restriction,14,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,23,14,16,20,14,17,19,,,,,,,,,,,,,,,,,,,,,,,,,
13/7/2000,2000,Mvuleni,Gear restriction,1,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,17,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/7/2000,2000,Mvuleni,Gear restriction,2,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,12,18,13,16,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/7/2000,2000,Mvuleni,Gear restriction,3,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,15,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/7/2000,2000,Mvuleni,Gear restriction,4,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,20,27,18,15,15,17,17,15,12,,,,,,,,,,,,,,,,,,,,,,,
13/7/2000,2000,Mvuleni,Gear restriction,5,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,15,20,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/7/2000,2000,Mvuleni,Gear restriction,9,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,14,14,18,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/7/2000,2000,Mvuleni,Gear restriction,10,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,17,15,18,17,16,17,15,14,20,26,26,25,24,,,,,,,,,,,,,,,,,,,
13/7/2000,2000,Mvuleni,Gear restriction,11,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/7/2000,2000,Mvuleni,Gear restriction,12,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/7/2000,2000,Mvuleni,Gear restriction,14,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/7/2000,2000,Mvuleni,Gear restriction,20,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,27,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/7/2000,2000,Mwaepe,Gear restriction,3,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,13,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/7/2000,2000,Mwaepe,Gear restriction,4,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,17,18,19,21,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/7/2000,2000,Mwaepe,Gear restriction,11,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,16,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/8/2000,2000,Kenyatta,Gear restriction and closure,1,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,16,18,16,15,18,17,20,25,19,17,19,14,16,,,,,,,,,,,,,,,,,,,
14/8/2000,2000,Kenyatta,Gear restriction and closure,2,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,23,16,14,14,14,14,14,20,17,14,16,13,17,16,14,13,13,13,13,16,15,15,19,17,,,,,,,,
14/8/2000,2000,Kenyatta,Gear restriction and closure,3,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,16,16,16,13,17,18,,,,,,,,,,,,,,,,,,,,,,,,,,
14/8/2000,2000,Kenyatta,Gear restriction and closure,4,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,12,13,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/8/2000,2000,Kenyatta,Gear restriction and closure,7,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,17,16,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/8/2000,2000,Kenyatta,Gear restriction and closure,8,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,15,18,17,16,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,
14/8/2000,2000,Kenyatta,Gear restriction and closure,9,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,22,15,18,15,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/8/2000,2000,Kenyatta,Gear restriction and closure,10,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,26,21,21,21,19,19,19,16,19,19,18,16,16,18,14,14,,,,,,,,,,,,,,,,
14/8/2000,2000,Kenyatta,Gear restriction and closure,11,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,18,19,21,23,16,24,19,19,19,,,,,,,,,,,,,,,,,,,,,,,
14/8/2000,2000,Kenyatta,Gear restriction and closure,12,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,19,21,19,19,20,19,24,17,19,20,16,17,19,19,18,18,18,16,16,16,16,13,13,21,13,16,15,,,,,
14/8/2000,2000,Kenyatta,Gear restriction and closure,13,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,26,17,16,19,18,17,16,18,19,17,21,21,17,17,18,17,20,27,22,21,19,17,19,20,21,25,21,16,22,21,18,17
15/7/2000,2000,Mwaepe,Gear restriction,1,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/7/2000,2000,Mwaepe,Gear restriction,3,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,31,23,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/7/2000,2000,Mwaepe,Gear restriction,4,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/7/2000,2000,Mwaepe,Gear restriction,6,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/7/2000,2000,Mwaepe,Gear restriction,8,Spear,,Siganidae,Siganus sutor,Rabbitfish,C,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/7/2000,2000,Mwaepe,Gear restriction,16,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/8/2000,2000,Kenyatta,Gear restriction and closure,1,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,18,17,24,18,18,17,15,17,21,,,,,,,,,,,,,,,,,,,,,,,
15/8/2000,2000,Kenyatta,Gear restriction and closure,2,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,17,15,24,15,16,17,16,16,14,15,14,13,15,14,15,22,23,19,16,19,17,18,15,20,17,15,17,18,25,16,17,13
15/8/2000,2000,Kenyatta,Gear restriction and closure,3,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,21,18,19,14,19,18,18,20,16,16,,,,,,,,,,,,,,,,,,,,,,
15/8/2000,2000,Kenyatta,Gear restriction and closure,4,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,19,19,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/8/2000,2000,Kenyatta,Gear restriction and closure,6,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,21,16,16,16,16,18,18,,,,,,,,,,,,,,,,,,,,,,,,,
15/8/2000,2000,Kenyatta,Gear restriction and closure,7,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,16,15,16,18,12,12,12,13,13,,,,,,,,,,,,,,,,,,,,,,,
15/8/2000,2000,Kenyatta,Gear restriction and closure,8,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/8/2000,2000,Kenyatta,Gear restriction and closure,9,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,20,14,13,14,13,13,13,14,13,13,14,14,13,,,,,,,,,,,,,,,,,,,
15/8/2000,2000,Kenyatta,Gear restriction and closure,10,Basket trap,,Siganidae,Siganus sutor,Rabbitfish,C,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/8/2000,2000,Kenyatta,Gear restriction and closure,12,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,18,22,18,18,18,18,17,17,21,21,,,,,,,,,,,,,,,,,,,,,,
15/8/2000,2000,Kenyatta,Gear restriction and closure,13,Gill net,,Siganidae,Siganus sutor,Rabbitfish,C,22,20,21,21,17,21,24,21,21,21,17,19,19,18,17,17,18,17,17,22,18,17,17,16,17,18,16,14,19,,,
16/7/2000,2000,LagoonReef,Lagoonreef,1,Beach seine,,Siganidae,Siganus sutor,Rabbitfish,C,14,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
